Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189383,0.00029951025,-4.743379682662036,121.22784810126582,4.026191,-4.743379689753056
20000,1.4187485,0.00029849622,-4.748301184299275,116.75308641975309,3.674358,-4.748301173893758
30000,1.4192443,0.00029749752,-5.112468741058062,110.65591397849462,3.508133,-5.113189056920617
40000,1.4193623,0.00029649917,-5.1259486415686135,124.01282051282051,2.9048672,-5.125305076631216
50000,1.4195586,0.00029550007,-5.103608278169607,101.82291666666667,2.7780492,-5.1035339548108505
60000,1.420452,0.00029450245,-4.948227383652885,93.6470588235294,2.3645077,-4.948227355877559
70000,1.4218823,0.0002934994,-4.941459951136494,126.8875,2.0441124,-4.941459973994642
80000,1.422295,0.00029250098,-4.935685666580382,128.41558441558442,1.3623967,-4.9338762663108735
90000,1.4224284,0.000291498,-5.102397774232288,100.71739130434783,1.0597496,-5.102083813439133
100000,1.4226856,0.00029049904,-4.942149950162275,96.8125,0.2818586,-4.942149967110406
110000,1.4225419,0.00028950488,-5.108838329830141,107.01010101010101,-0.091742106,-5.108838308038133
120000,1.4221618,0.00028850354,-4.7077377796443685,111.29729729729729,0.013469149,-4.707737789262791
130000,1.4219294,0.000287496,-4.962551077606299,127.05555555555556,-0.4700785,-4.962551104691293
140000,1.4220101,0.00028650244,-5.097951549526893,96.33684210526316,-0.6231603,-5.0979515552520756
150000,1.421887,0.0002855038,-4.766145178377407,121.33333333333333,-0.76735586,-4.766145188006616
160000,1.4216082,0.0002845037,-4.904438660757977,144.0483870967742,-0.5988489,-4.8959081538143705
170000,1.4217532,0.00028350684,-4.76994994201364,220.97727272727272,-0.5460134,-4.784502197139793
180000,1.4221565,0.0002825011,-5.149151697116583,146.77586206896552,-0.8954411,-5.149151694414945
190000,1.4222916,0.00028149848,-4.890233753914748,169.18309859154928,-1.3142141,-4.890233788272025
200000,1.4217318,0.00028050545,-4.973202918180518,120.53731343283582,-1.325334,-4.973202944691502
210000,1.4205538,0.00027950152,-5.133686356824236,131.53086419753086,-2.1164544,-5.133686334906537
220000,1.4191606,0.00027850576,-4.912396775469894,148.0,-1.7994634,-4.912396772986367
230000,1.4177377,0.00027750587,-4.553733274051208,198.59259259259258,-1.633606,-4.553733287034212
240000,1.4163276,0.00027650353,-4.2960034774699585,170.42105263157896,-1.6281496,-4.296003472909593
250000,1.4151314,0.0002754959,-3.8718455401208383,184.7017543859649,-1.7717228,-3.8718455727947387
260000,1.414416,0.00027450084,-4.13273329067687,200.92857142857142,-1.2950195,-4.13273331984168
270000,1.4135134,0.00027350363,-5.171407086109476,168.73214285714286,-1.8770431,-5.171407106864665
280000,1.4124043,0.00027250472,-4.789534780971204,124.5505617977528,-2.6279063,-4.789534763087717
290000,1.411968,0.00027150195,-4.697710707658329,156.76923076923077,-2.0567958,-4.697710695977395
300000,1.4121602,0.00027050028,-4.5882979588920945,173.76470588235293,-1.76385,-4.588297975267849
310000,1.4125689,0.00026949376,-4.447299957202631,148.03125,-1.9773486,-4.447299984982237
320000,1.4122982,0.00026850277,-4.927085648694109,191.89285714285714,-1.9965411,-4.927085693792573
330000,1.4111874,0.00026750792,-4.048256339541135,198.7948717948718,-1.6108507,-4.048256361904817
340000,1.4101534,0.0002665006,-4.322651970181323,219.18,-1.7855729,-4.32265194773674
350000,1.4090827,0.0002654928,-4.253911509348165,212.0,-1.8062092,-4.253911561261003
360000,1.4083054,0.0002644987,-3.580459539605146,173.4468085106383,-1.5654377,-3.5804595910805337
370000,1.4083133,0.00026350105,-4.497950838345691,196.52631578947367,-1.7687191,-4.487985713008259
380000,1.4074346,0.0002625008,-5.00512701494068,120.82352941176471,-2.6543427,-5.005718523549826
390000,1.4063925,0.00026150118,-4.572042612715569,143.54098360655738,-2.036752,-4.572042603839616
400000,1.4055359,0.0002604924,-4.0882511224806155,247.11627906976744,-1.5276812,-4.065038056245872
410000,1.4046596,0.00025949956,-4.155718167297451,138.28787878787878,-2.0259392,-4.169262617214847
420000,1.4048247,0.0002584992,-3.647220781291253,206.625,-1.4122119,-3.6472208006307483
430000,1.4055494,0.00025749046,-4.589908633710128,238.43478260869566,-1.4824296,-4.579515510300795
440000,1.4068465,0.00025649698,-5.159117806956472,156.60714285714286,-1.8901662,-5.15733685501312
450000,1.4069782,0.00025550026,-4.761822199168253,202.9111111111111,-1.676956,-4.761822207851543
460000,1.4068888,0.00025449498,-4.846187252093971,161.15873015873015,-2.0216002,-4.8461872858424035
470000,1.4069421,0.00025350493,-3.929689436288563,241.52631578947367,-1.6807518,-3.929689463620123
480000,1.4073738,0.00025250873,-4.549525504854649,243.32558139534885,-1.7006925,-4.549525562413903
490000,1.4071038,0.0002515017,-4.280774958310455,214.875,-1.7447597,-4.280775002048661
500000,1.406639,0.0002505032,-3.8596999452784075,261.78125,-1.5051373,-3.8596999971196055
510000,1.4061602,0.0002494978,-4.6893129850644115,229.17391304347825,-1.7667638,-4.689313042423
520000,1.4055793,0.00024849354,-4.314451363625786,309.54285714285714,-1.4886752,-4.314451380925519
530000,1.405078,0.0002474972,-3.4511514938591668,265.030303030303,-1.337434,-3.3978562562260777
540000,1.4045821,0.0002465038,-2.9539127911982805,257.4102564102564,-1.2981063,-3.008979965187609
550000,1.4042946,0.00024550225,-4.052684570053736,203.3653846153846,-1.589622,-4.033113719055466
560000,1.4042068,0.00024450282,-3.358229984843638,229.575,-1.2620687,-3.719329961761832
570000,1.4040267,0.00024350091,-3.2918545495732827,257.3333333333333,-1.305693,-2.918764704509693
580000,1.4039762,0.0002424969,-4.275030136397789,215.0,-1.5845118,-4.275030162536873
590000,1.4038802,0.000241498,-4.523853621797682,251.5121951219512,-1.4272645,-4.523853619287654
600000,1.4034616,0.0002405007,-4.006213293994855,224.88888888888889,-1.323684,-4.0062132757571005
610000,1.4033129,0.00023950587,-4.191649950120006,210.9318181818182,-1.510158,-4.168711610484955
620000,1.4032962,0.00023849662,-4.1519932411645035,313.8333333333333,-1.1214559,-4.185090331060271
630000,1.4030495,0.0002374965,-4.056943330483265,186.0566037735849,-1.3135165,-4.0569433787802485
640000,1.40305,0.00023649899,-3.375441196278724,282.61764705882354,-1.1944658,-3.311684912239963
650000,1.4029273,0.00023550271,-2.9621703572101303,363.6666666666667,-1.0587933,-3.052071406772094
660000,1.4024689,0.00023449492,-3.5422454286334952,242.8409090909091,-1.3038979,-3.542245455424894
